0.00, -28.00, 0.00 
0.20, -27.50, 11.25 
0.10, -33.70, 6.37 
0.10, -31.90, 6.99 
0.10, -32.10, 7.46 
0.20, -29.90, 10.24 
0.20, -17.10, 5.84 
0.00, -24.30, 6.63 
0.00, -22.90, 4.44 
0.00, -20.00, 0.00 
0.60, -12.60, 6.30 
0.50, -15.20, 7.92 
0.00, -20.00, 0.00 
0.10, -18.40, 4.80 
0.10, -23.70, 8.06 
0.50, -15.20, 4.85 
0.40, -15.60, 5.62 
0.00, -20.00, 0.00 
0.30, -18.30, 7.76 
0.20, -17.60, 4.80 
0.50, -13.90, 6.27 
1.00, -7.80, 2.56 
0.50, -13.70, 6.45 
0.40, -16.00, 8.14 
0.20, -19.10, 6.35 
0.50, -13.40, 6.71 
0.80, -10.20, 5.06 
0.70, -11.60, 5.68 
0.30, -16.40, 5.62 
0.80, -12.20, 9.92 
0.30, -15.80, 6.46 
0.60, -12.40, 6.34 
0.60, -14.80, 5.06 
0.70, -13.00, 5.16 
0.60, -12.10, 6.62 
0.70, -13.90, 9.29 
0.90, -9.10, 4.09 
0.70, -13.70, 9.15 
0.90, -9.00, 4.34 
0.90, -9.60, 4.41 
1.00, -5.90, 1.58 
1.00, -6.80, 1.40 
0.50, -14.10, 6.19 
0.80, -13.20, 11.09 
1.00, -7.10, 1.14 
0.70, -16.70, 10.48 
0.30, -19.90, 8.78 
0.70, -11.20, 6.76 
0.70, -11.30, 8.63 
0.90, -10.10, 4.81 
0.70, -11.80, 5.46 
0.60, -12.40, 6.31 
0.60, -13.90, 10.28 
0.90, -11.20, 7.03 
0.40, -14.80, 6.48 
0.50, -16.60, 7.12 
0.90, -8.40, 4.39 
1.00, -10.20, 3.46 
0.20, -24.20, 10.78 
0.90, -8.00, 4.49 
1.00, -9.20, 4.09 
1.00, -6.00, 1.95 
1.00, -7.00, 1.73 
1.00, -8.20, 2.89 
0.50, -18.30, 13.37 
1.00, -8.20, 1.40 
1.00, -7.00, 2.05 
1.00, -6.20, 1.89 
0.90, -8.10, 4.30 
1.00, -7.00, 1.55 
1.00, -6.50, 1.28 
1.00, -5.30, 1.79 
1.00, -7.40, 2.20 
1.00, -6.90, 1.81 
1.00, -8.10, 2.62 
1.00, -6.50, 1.43 
1.00, -7.20, 1.17 
1.00, -7.20, 0.75 
1.00, -6.20, 0.98 
0.80, -9.50, 6.71 
0.90, -8.90, 4.64 
0.90, -10.20, 6.73 
0.60, -15.70, 12.73 
0.90, -9.90, 5.13 
1.00, -7.00, 1.48 
1.00, -6.30, 1.68 
1.00, -6.20, 1.25 
1.00, -6.00, 1.18 
1.00, -6.80, 1.66 
1.00, -5.50, 1.63 
0.90, -8.10, 4.57 
1.00, -6.80, 1.83 
1.00, -6.20, 1.08 
1.00, -6.30, 1.42 
1.00, -6.00, 1.18 
1.00, -7.00, 2.05 
1.00, -6.40, 1.11 
1.00, -6.20, 1.40 
1.00, -6.60, 1.85 
1.00, -6.10, 0.54 
1.00, -7.60, 3.01 
0.90, -8.90, 7.92 
0.80, -10.70, 9.79 
1.00, -5.50, 1.36 
1.00, -6.10, 1.04 
1.00, -5.50, 1.20 
1.00, -6.00, 1.48 
